clipDocId,title,vendor,sku,matchedBy,oldHouzzId,newHouzzId,oldImageHost,newImageOnFirebase,action
fo6wuIixzp5l6BqPd6nX,Sonoma Storage Cabinet w/ Baskets,Bramble,26911,sku,,55111619,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
forge,Forge,,Base Item #303003,sku,,54703870,,true,houzzId+imageUrl
frink-style-mirrored-reflector-footlight,Frink Style Mirrored Reflector Footlight Sconce,,,title,,33494555,,true,houzzId+imageUrl
fvHjX5pvOCUJqJBbQR5P,04135 Navy,Trend,,title,,53373907,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
gEvSAj565FJKcaAsKUlI,NEVA,SixPenny,,title,,55273115,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
gOIWS3Ju1pIQ4CJpb89j,New York,Concretti,,title,,33491585,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
game-room-somerset-bay,Game room,Somerset Bay,SB110,sku,,53034582,,true,houzzId+imageUrl
game-room-visual-comfort,Game room,Visual Comfort,TOB 2023HAB/BZ,sku,,54550335,,true,houzzId+imageUrl
glass-and-the-crown-is-antiqued-brass-an-early-electrics,glass and the crown is antiqued brass and steel.,Early Electrics,883847524562,sku,,54657731,,true,houzzId+imageUrl
grain-drum-sconce,Grain Drum Sconce,,,title,,54677857,,true,houzzId+imageUrl
hK3IULBRSDsEW2FfcFW5,Standen Stripe Linen,no vendor,FRL5233-01S,sku,,52889134,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
hUUU6AJHLv6OFlhLanqf,"Touro Smart 60"" LED Ceiling Fan",Visual Comfort,3TOSM60BBSD,sku,,54555048,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
hall-l2-visual-comfort,Hall L2,Visual Comfort,SK 2301AZ,sku,,54657660,,true,houzzId+imageUrl
hardware,Hardware,,,title,,33500670,,false,houzzId
hazel-sconce,Hazel Sconce,,,title,,33493496,,true,houzzId+imageUrl
henry-large-glass-shade-sconce,Henry Large Glass Shade Sconce,,,title,,54600817,,true,houzzId+imageUrl
hgwqB3oxgWWCiBeKbvMw,5313 DRINA-THUNDER,Pindler & Pindler,,title,,53368660,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
hoFiQoaAq8OcRdFp3Uqn,CLOVER HANG,Urban Electric,,title,,54549492,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
iIHWYShSuV1qiKsPWhHH,Falmouth Chest,Somerset Bay,SB012,sku,,33494807,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
iTGqIj3cdJFBfl0bX50O,Garden Stripe,Zimmer & Rhodes,,title,,33497520,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
iyGsGbqw4ZxoWhKcC4m4,DOUBLEBROOK PLAID Midnight RALPH LAUREN,Designers Guild (USA) Inc.,FRL5242,sku,,52888963,s3-us-west-2.amazonaws.com,false,houzzId
iyRPuJqBbbbw0885UgZV,The Z5 Black Bamboo CC Pendant,Global LIghting,905-101-1-CC,sku,,33494280,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
jonah-alabaster-sconce,Jonah Alabaster Sconce,,,title,,54574431,,true,houzzId+imageUrl
kennebunkport-cocktail-table,Kennebunkport Cocktail Table,,,title,,53032493,,true,houzzId+imageUrl
klara-coffee-table-made-from-reclaimed-p,Klara Coffee Table made from Reclaimed Pine,,,title,,53068320,,true,houzzId+imageUrl
lOmoDS08BBGmtwcKMAOm,Summit Sconce,Hubbardton Forge,Base Item #202045,sku,,54703858,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
lW9cOtC4cq47BtvWp7w4,ANTIQUE INSPIRED 30″ HIGH BACK FARM SINK CAST IRON,Watermark Fixtures,,title,,52276787,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
lack-forest-ebony-vanilla-bean-somerset-bay,"lack Forest, Ebony, Vanilla Bean",Somerset Bay,SB061-B,sku,,53034584,,true,houzzId+imageUrl
laramie-stem-pendant-light,LARAMIE STEM PENDANT LIGHT,,,title,,53042102,,true,houzzId+imageUrl
large-rec-glass-lantern-sconce,Large Rec Glass Lantern sconce,,,title,,54545585,,true,houzzId+imageUrl
leather-strapped-double-sconce,Leather strapped double sconce,,,title,,54721219,,true,houzzId+imageUrl
leather-strapped-drum-chandelier,Leather strapped drum chandelier,,,title,,54721204,,true,houzzId+imageUrl
leather-wall-sconce,Leather wall Sconce,,,title,,54556015,,true,houzzId+imageUrl
locations-and-intended-for-interior-use-arteriors,locations and intended for interior use.,Arteriors,44753,sku,,33493496,,true,houzzId+imageUrl
m-tier-sconce,MÉTIER SCONCE,,,title,,54609101,,true,houzzId+imageUrl
mDnwJNRr0fQ1p8NsDaC7,HIGHLAND CHECK - INDIGO,KRAVET,FD314.H10.0,sku,,53373723,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
mVi0FxaKNxMKFhUOARXA,"38"" SInk & SPlash",Soapstone Sinks,,title,,52253699,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
mbr-bath-arteriors,MBR & Bath,Arteriors,DK42043,sku,,33497785,,true,houzzId+imageUrl
milk-glass-bath-sconce,Milk Glass Bath Sconce,,,title,,54556109,,true,houzzId+imageUrl
mini-drum-pendant,Mini Drum Pendant,,,title,,54721232,,true,houzzId+imageUrl
moP6rK6H4x8wvVsYB3jV,Bowery,Hudson Valley Lighting,3722-AOB,sku,,54575905,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
n7tZ82CLVmwYRdLXDC8x,Saratoga Small Pendant,Hubbardton Forge,Base Item #104070,sku,,33493151,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
nG7P1hkeyhfBubDxxUh0,Salon Sconce Large,Regina Andrews,Item: 15-1188ORB,sku,,55348629,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
nYKxEOVBgJmZY63ZZoA7,Country I Pendant,Il Fanale,,title,,54657576,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
new-town-sconce,New Town Sconce,,,title,,54704025,,true,houzzId+imageUrl
nkgSUgXd8cDcObQnHBpm,Grain Drum Sconce,Ravenhill Studio,,title,,54677857,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
nnzyCE3HgShIespkp9y8,Mini Drum Pendant,Elu,,title,,54721232,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
nx6Tth76sQWta7PKeW2v,Classic Collection CL758C Runner,Safavieh,CL758C,sku,,33498162,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
nzz5Vd5m18FSz3EQ4n0R,5313 Drina Dusk,Pindler & Pindler,,title,,53368658,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
o2QwTbU3yUfpJSYIbEyd,Modern Small Lantern,Visual Comfort,,title,,54703463,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
oIVJS45KZ8sb3sJ7oBai,La Jolla Stripe 05,Fabricut,,title,,53373873,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
ondrian-2-light-sconce-hubbardton,Ondrian 2 Light Sconce,Hubbardton,,title,,33492469,,true,houzzId+imageUrl
pRNEuMySs4roSb1VipFs,CAMPION,Urban Electric,,title,,54550067,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
pgsXSsb9BE3S10i1G9sU,Vela Sconce,Hubbardton Forge,Base Item #203330,sku,,54704119,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
piaf-large-tail-sconce,Piaf Large Tail Sconce,,,title,,54703059,,true,houzzId+imageUrl
piatto-medium-pendant,Piatto Medium Pendant,,,title,,54573846,,true,houzzId+imageUrl
plumbing,plumbing,,,title,,33500097,,false,houzzId
qKny00wjql78pqYQuvWQ,HOUE,Urban Electric,,title,,54549785,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
qgbqc3sBjT4EVgMkcuCo,7334 DELUXE-TUSK,Pindler & Pindler,,title,,53373248,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
qzKrVn1EzNP0xzwhqLdF,CHAMPEAUX PIVOTING FLUSHMOUNT,Restoration Hardware,,title,,33492746,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
r0EtotbZ6PVGxRR51Iih,Bouy Glass Pendant,Elu,,title,,54556128,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
rUhBDUMs7Y4MTybmUZXL,Saratoga Sconce,Hubbardton Forge,Base Item #204070,sku,,54703922,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
rdDIqG5Mq8RxvdMqHVbN,ARIA Grande Ottoman,SixPenny,,title,,55273145,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
reed-double-sconce,Reed Double Sconce,,,title,,54550263,,true,houzzId+imageUrl
riley-large-ring-chandelier,Riley Large Ring Chandelier,,,title,,53036844,,true,houzzId+imageUrl
riley-medium-ring-chandelier,Riley Medium Ring Chandelier,,,title,,54597095,,true,houzzId+imageUrl
rl-67-boom-arm-wall-lamp,RL 67 Boom Arm Wall Lamp,,,title,,33494539,,true,houzzId+imageUrl
robertson-single-tier-chandelier,Robertson Single Tier Chandelier,,,title,,54702855,,true,houzzId+imageUrl
saratoga-sconce,Saratoga Sconce,,,title,,54703922,,true,houzzId+imageUrl
saratoga-small-pendant,Saratoga Small Pendant,,,title,,33493151,,true,houzzId+imageUrl
selecta-long-sconce,Selecta Long Sconce,,,title,,54550302,,true,houzzId+imageUrl
shade-details-6-x-10-x-7-circa-lighting,"Shade Details: 6"" x 10"" x 7""",Circa Lighting,CHD5102,sku,,33494541,,true,houzzId+imageUrl
stairs-regina-andrews,Stairs,Regina Andrews,Item: 16-1132BI,sku,,33493900,,false,houzzId
styles-such-as-a-coastal-bungalow-to-a-m-regina-andrews,styles such as a coastal bungalow to a modern farmhouse abode.,Regina Andrews,Item: 15-1124WT,sku,,54574461,,true,houzzId+imageUrl
summit-sconce,Summit Sconce,,,title,,54703858,,true,houzzId+imageUrl
sweep-medium-left-articulating-sconce,Sweep Medium Left Articulating Sconce,,,title,,54550452,,true,houzzId+imageUrl
tMfIw0kaXtZ5NbUbvWuK,LOU LOU WALL,Urban Electric,,title,,54703516,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
tTnNlMnJG2Bn8XtbqDCY,Sweep Medium Left Articulating Sconce,Visual Comfort,,title,,54550452,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
taXoeHnpQPL8SjA0HCOi,Cosette Mirror With Shelf,Pottery Barn,,title,,53037290,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
the-original-stem-pendant-light,THE ORIGINAL™ STEM PENDANT LIGHT,,,title,,53042259,,true,houzzId+imageUrl
vExfu1zz8w90SRqNyNTn,PN Glass dome pendant,Elu,,title,,54556529,firebasestorage.googleapis.com,false,houzzId
vPq1rD2NwACvvkmCPjBQ,Corsica mid-weight linen fabric,Libeco,,title,,33497006,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
vYaYW9bkBrW34LWvdYTM,Robertson Linear Chandelier,Visual Comfort,RL 5545NR,sku,,54549625,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
vela-sconce,Vela Sconce,,,title,,54704119,,true,houzzId+imageUrl
victoria-solid-brass-1-light-pendant,Victoria Solid Brass 1 Light Pendant,,,title,,33494170,,true,houzzId+imageUrl
vlQimaZH2cvIxyCmxCwy,Holborn Small Lantern,Visual Comfort,,title,,54703418,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
w8HjySTaCeJKaqBvzFX2,Victoria Solid Brass 1 Light Pendant,Richard Hathaway Lighting,,title,,33494170,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
wToWUs6Xjc4NlgZ72mPq,Demi John Pendant Small,Regina Andrews,,title,,54645358,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
walker-swing-arm-sconce,Walker Swing Arm Sconce,,,title,,33493558,,true,houzzId+imageUrl
webbed-hexagon-prismatic-sconce,Webbed Hexagon Prismatic Sconce,,,title,,33494565,,true,houzzId+imageUrl
weight-39-lbs-visual-comfort,Weight: 39 lbs.,Visual Comfort,RL 5612NB/NVY-L,sku,,53036844,,true,houzzId+imageUrl
weight-9-lbs-visual-comfort,Weight: 9 lbs.,Visual Comfort,TOB 2141HAB-FG,sku,,54573708,,true,houzzId+imageUrl
workout-visual-comfort,Workout,Visual Comfort,MGMR52MBKMBK,sku,,54554937,,true,houzzId+imageUrl
x537hSbamiw12lJeXY3Y,Total Performance Round Rug 8',Safavieh, TLP722A ,sku,,33498064,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
x547sELIKIRVglmzg60F,Linear chandelier,Elu,,title,,33493946,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
x84MX4md5F6ppTOPrBWM,Cawdor Stanchion Wall Light,Visual Comfort,,title,,54702988,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
y89NY7go3mk0KI0LdHkt,Dune Stripe,Schumacher,73290,sku,,53368721,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
yB9EX0RClzHGzb4noV8V,Darya Swan Neck Wall Sconce,Etsy,,title,,54550227,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
yIzpfwL0DzHKS47RqJJR,Mast Light,Original BTC,US-DP0749/GM/PO,sku,,54577266,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
ySdK4F6rJDuTphrdKV7U,"Petrel 18"" Picture Light",Visual Comfort,,title,,54549946,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
ySogpfaGCNfyVtZmE7uc,Cortland,Hudson Valley Lighting,211-AGB,sku,,54577277,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
yT9z5MaHJ8n53T2K7roi,CLASSIC MIRROR CHANDELIER,RTO  Lighting,,title,,53036980,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
ypM9DcuoQYRbbWgfb6PZ,Gloucester Chest,Somerset Bay,SB103,sku,,53034124,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
zvuV1aICwLcdY4P0YLMM,ORLANDO STRIPE,Martyn Lawrence Bullard,,title,,53374060,s3-us-west-2.amazonaws.com,true,houzzId+imageUrl
